216|3139|1131|2130|24|170.00|4080.00|2008-10-31 02:15:47
217|26638|1903|2119|26|84.00|2184.00|2008-10-20 09:03:19
218|48129|7895|1893|22|82.00|1804.00|2008-03-08 09:53:32
219|24016|2496|2013|18|162.00|2916.00|2008-07-06 03:53:43
220|48036|5389|2040|7|233.00|1631.00|2008-08-02 04:39:48
221|20119|1206|2126|28|215.00|6020.00|2008-10-27 04:29:33
222|20847|1377|1926|30|249.00|7470.00|2008-04-10 11:20:30
223|10802|8501|1891|28|200.00|5600.00|2008-03-06 04:41:47
224|16409|7214|1958|12|109.00|1308.00|2008-05-12 06:15:35
225|4585|4233|1881|28|189.00|5292.00|2008-02-24 06:39:12
226|6662|8372|2159|7|147.00|1029.00|2008-11-29 08:32:56
227|20818|5130|2031|2|214.00|428.00|2008-07-24 10:54:12
228|19214|6444|2030|10|112.00|1120.00|2008-07-23 02:29:11
229|26178|2007|2143|24|218.00|5232.00|2008-11-13 10:54:09
230|44569|3057|2012|18|220.00|3960.00|2008-07-05 01:38:51
231|21568|1077|2091|14|229.00|3206.00|2008-09-22 01:22:15
232|25503|2934|2012|30|49.00|1470.00|2008-07-05 05:47:01
233|22351|5174|1943|16|243.00|3888.00|2008-04-27 11:09:59
234|14523|8063|2085|5|36.00|180.00|2008-09-16 11:59:24
235|37928|1184|1945|28|191.00|5348.00|2008-04-29 08:22:53
236|10049|6959|2010|18|26.00|468.00|2008-07-03 07:32:04
237|9011|2969|2141|10|48.00|480.00|2008-11-11 07:48:18
238|8356|6052|1862|26|225.00|5850.00|2008-02-05 06:23:54
239|3636|2113|1845|30|250.00|7500.00|2008-01-19 12:22:22
240|36398|5987|2088|1|56.00|56.00|2008-09-19 08:56:10
241|8525|3172|2048|4|159.00|636.00|2008-08-10 09:23:29
242|25271|7669|1872|18|222.00|3996.00|2008-02-15 07:55:06
243|48913|7902|2109|18|160.00|2880.00|2008-10-10 08:54:12
244|20900|725|2084|6|92.00|552.00|2008-09-15 05:11:05
245|37229|436|1934|6|235.00|1410.00|2008-04-18 06:34:24
246|145|5172|1964|1|70.00|70.00|2008-05-18 03:35:53
247|8591|2672|1904|3|199.00|597.00|2008-03-19 03:27:24
248|34385|7062|1896|28|183.00|5124.00|2008-03-11 04:27:58
249|14209|3525|1922|14|28.00|392.00|2008-04-06 09:49:15
250|21944|7955|1845|18|30.00|540.00|2008-01-19 07:54:41
251|13735|974|1918|14|162.00|2268.00|2008-04-02 09:17:02
252|404|490|1906|7|203.00|1421.00|2008-03-21 01:34:11
253|47361|1374|1942|9|34.00|306.00|2008-04-26 03:51:11
254|23887|6669|1943|5|246.00|1230.00|2008-04-27 07:29:16
255|26193|7143|1828|12|56.00|672.00|2008-01-02 08:58:57
256|26716|4641|1950|7|28.00|196.00|2008-05-04 05:45:00
257|7181|2249|1951|20|122.00|2440.00|2008-05-05 05:03:17
258|31810|7118|1950|3|143.00|429.00|2008-05-04 11:50:46
259|38464|6885|2154|4|127.00|508.00|2008-11-24 04:21:55
260|12976|8101|1889|4|125.00|500.00|2008-03-04 10:45:19
261|29946|3038|2071|26|26.00|676.00|2008-09-02 12:38:35
262|46920|6794|2035|30|87.00|2610.00|2008-07-28 05:00:42
263|381|8343|1890|20|179.00|3580.00|2008-03-05 01:59:37
264|17021|2072|2017|18|214.00|3852.00|2008-07-10 12:58:33
265|11982|5932|1876|20|66.00|1320.00|2008-02-19 03:45:07
267|23965|4288|2127|28|135.00|3780.00|2008-10-28 12:01:11
268|17856|2492|2060|10|121.00|1210.00|2008-08-22 07:51:41
269|48328|5801|1989|28|133.00|3724.00|2008-06-12 07:10:12
270|8786|6141|1863|9|116.00|1044.00|2008-02-06 09:31:00
271|8051|1861|2100|9|232.00|2088.00|2008-10-01 06:47:46
272|44194|2886|2107|30|75.00|2250.00|2008-10-08 03:25:19
273|3551|6943|2125|5|146.00|730.00|2008-10-26 06:15:02
274|38077|7773|1851|14|70.00|980.00|2008-01-25 06:44:26
275|34369|7|1865|5|68.00|340.00|2008-02-08 03:13:18
276|30941|7871|1998|24|128.00|3072.00|2008-06-21 12:17:14
277|32129|1987|1856|4|229.00|916.00|2008-01-30 10:54:54
278|4616|5893|1992|18|186.00|3348.00|2008-06-15 10:27:26
279|36040|7093|2052|7|139.00|973.00|2008-08-14 06:02:58
280|41126|6685|2054|14|81.00|1134.00|2008-08-16 12:48:58
281|43774|4491|2131|5|209.00|1045.00|2008-11-01 10:46:48
282|14585|7266|1855|5|73.00|365.00|2008-01-29 09:48:09
283|18230|602|2109|26|150.00|3900.00|2008-10-10 06:24:59
285|423|8485|1926|24|201.00|4824.00|2008-04-10 07:56:54
286|34764|4443|2140|20|228.00|4560.00|2008-11-10 10:04:02
287|2446|1155|1941|28|121.00|3388.00|2008-04-25 08:23:06
288|3970|4166|2070|22|221.00|4862.00|2008-09-01 06:49:25
289|7484|8317|2109|2|150.00|300.00|2008-10-10 05:27:28
290|12099|332|2101|28|67.00|1876.00|2008-10-02 12:55:12
291|32285|4353|1829|7|183.00|1281.00|2008-01-03 08:28:25
292|22685|6427|2091|30|246.00|7380.00|2008-09-22 11:12:25
293|2768|7156|2053|5|67.00|335.00|2008-08-15 03:40:52
294|36013|6130|2036|14|149.00|2086.00|2008-07-29 10:29:01
296|33133|7506|2038|22|182.00|4004.00|2008-07-31 08:01:20
298|35755|4611|1960|1|86.00|86.00|2008-05-14 10:29:59
299|48972|2682|2038|28|35.00|980.00|2008-07-31 11:18:23
300|47991|6666|2007|22|99.00|2178.00|2008-06-30 07:30:17
301|35240|4466|2018|12|21.00|252.00|2008-07-11 02:23:56
302|15038|3757|2033|24|143.00|3432.00|2008-07-26 12:18:13
303|15696|7110|2041|1|34.00|34.00|2008-08-03 11:22:01
304|41138|552|1900|26|132.00|3432.00|2008-03-15 02:09:35
305|32393|7584|2117|16|126.00|2016.00|2008-10-18 06:15:40
306|28088|4081|2088|22|94.00|2068.00|2008-09-19 11:48:49
307|18823|7824|2132|4|200.00|800.00|2008-11-02 02:30:13
308|6829|6617|1898|16|175.00|2800.00|2008-03-13 04:16:06
309|16496|3933|2067|12|49.00|588.00|2008-08-29 12:43:45
310|9522|1833|1862|18|196.00|3528.00|2008-02-05 04:27:03
311|3470|4463|2119|8|62.00|496.00|2008-10-20 09:14:44
312|12828|567|1889|7|161.00|1127.00|2008-03-04 09:23:34
313|46574|3583|2062|2|169.00|338.00|2008-08-24 05:00:36
314|2302|7252|1966|24|129.00|3096.00|2008-05-20 06:18:21
315|38820|311|2129|7|158.00|1106.00|2008-10-30 10:39:54
316|803|8544|1917|26|133.00|3458.00|2008-04-01 07:07:30
317|26488|8178|2016|12|203.00|2436.00|2008-07-09 07:41:45
318|42091|7514|1864|9|214.00|1926.00|2008-02-07 03:41:42
319|44828|1304|2045|7|160.00|1120.00|2008-08-07 10:30:23
320|4450|5878|2026|3|246.00|738.00|2008-07-19 04:53:50
321|44084|1237|1844|20|198.00|3960.00|2008-01-18 03:35:02
323|26692|8773|1946|6|166.00|996.00|2008-04-30 09:17:20
325|32|7444|2041|2|115.00|230.00|2008-08-03 05:08:42
327|42450|4784|2001|20|28.00|560.00|2008-06-24 07:31:25
328|8489|3552|1843|1|181.00|181.00|2008-01-17 05:26:11
329|9502|3158|1841|12|41.00|492.00|2008-01-15 04:45:39
330|8192|2614|1859|18|89.00|1602.00|2008-02-02 05:52:34
331|24276|5518|1888|4|216.00|864.00|2008-03-03 09:41:32
332|1945|7480|2009|22|184.00|4048.00|2008-07-02 08:18:01
333|4994|7044|2102|18|110.00|1980.00|2008-10-03 09:38:55
335|5670|3957|2094|10|236.00|2360.00|2008-09-25 11:48:41
336|32339|7042|1836|1|75.00|75.00|2008-01-10 04:33:44
337|44728|2963|1845|5|25.00|125.00|2008-01-19 10:42:38
338|1368|2150|2023|18|110.00|1980.00|2008-07-16 01:46:40
340|21948|4201|1841|4|123.00|492.00|2008-01-15 04:19:00
341|402|8199|2083|30|48.00|1440.00|2008-09-14 03:13:56
342|11300|303|2132|3|149.00|447.00|2008-11-02 11:54:28
343|16451|2064|1876|26|201.00|5226.00|2008-02-19 12:06:58
344|5257|1091|2091|1|182.00|182.00|2008-09-22 07:06:11
345|33760|7951|2012|9|49.00|441.00|2008-07-05 12:59:17
346|4766|4843|2018|12|139.00|1668.00|2008-07-11 10:33:37
347|18512|2925|1934|22|80.00|1760.00|2008-04-18 11:09:47
348|42011|2218|2025|22|62.00|1364.00|2008-07-18 01:20:49
349|34039|4417|1961|9|243.00|2187.00|2008-05-15 04:49:17
350|6239|4612|2018|24|161.00|3864.00|2008-07-11 05:53:17
351|36019|2718|1906|28|21.00|588.00|2008-03-21 06:07:23
352|45893|6685|2034|12|238.00|2856.00|2008-07-27 06:29:46
353|13386|8500|2079|28|154.00|4312.00|2008-09-10 10:54:19
354|42751|2031|2090|20|213.00|4260.00|2008-09-21 11:10:33
355|34852|6387|1863|22|98.00|2156.00|2008-02-06 03:30:17
356|27694|6335|2153|1|156.00|156.00|2008-11-23 04:31:42
357|38435|1439|2000|1|175.00|175.00|2008-06-23 04:48:18
358|30041|1464|2108|28|48.00|1344.00|2008-10-09 06:37:55
359|32096|878|1830|7|183.00|1281.00|2008-01-04 11:49:28
360|38869|7312|1898|5|170.00|850.00|2008-03-13 06:06:19
361|36225|7857|2131|3|198.00|594.00|2008-11-01 11:29:01
363|20937|7981|1835|26|188.00|4888.00|2008-01-09 05:06:20
364|30532|5303|1856|28|20.00|560.00|2008-01-30 08:15:25
365|1062|8542|2132|6|192.00|1152.00|2008-11-02 06:28:55
366|38035|7099|1900|7|190.00|1330.00|2008-03-15 12:17:25
367|13407|4359|2061|28|227.00|6356.00|2008-08-23 02:44:13
368|2522|1379|2092|5|148.00|740.00|2008-09-23 11:14:43
370|45885|456|1960|1|195.00|195.00|2008-05-14 03:27:37
371|2563|3886|1885|9|200.00|1800.00|2008-02-28 09:56:05
373|1863|8652|2000|28|239.00|6692.00|2008-06-23 11:46:47
374|2001|1893|2108|7|109.00|763.00|2008-10-09 10:11:05
375|17841|1887|2016|6|39.00|234.00|2008-07-09 10:30:20
376|512|2312|2157|8|50.00|400.00|2008-11-27 05:54:47
377|17717|8054|2134|10|79.00|790.00|2008-11-04 02:16:55
379|13878|7233|2062|2|237.00|474.00|2008-08-24 07:19:34
380|32592|8052|1872|6|146.00|876.00|2008-02-15 05:20:53
381|13100|5128|2019|30|79.00|2370.00|2008-07-12 05:30:16
382|38411|2813|1981|20|53.00|1060.00|2008-06-04 07:47:25
383|46799|3423|1948|14|40.00|560.00|2008-05-02 04:22:02
384|44305|2102|2101|20|211.00|4220.00|2008-10-02 06:51:47
385|26053|3945|1969|7|62.00|434.00|2008-05-23 04:23:01
386|45135|3540|2066|1|123.00|123.00|2008-08-28 06:42:15
387|46108|8498|2095|1|204.00|204.00|2008-09-26 08:29:37
388|21750|7161|2030|10|158.00|1580.00|2008-07-23 05:57:05
389|15980|2833|2129|24|154.00|3696.00|2008-10-30 08:29:51
390|42100|2145|1884|9|125.00|1125.00|2008-02-27 02:15:17
391|21629|6690|1973|16|47.00|752.00|2008-05-27 10:46:27
393|22222|7899|1920|7|85.00|595.00|2008-04-04 04:03:52
394|37874|6369|1906|14|152.00|2128.00|2008-03-21 02:15:37
395|48416|491|2030|14|114.00|1596.00|2008-07-23 02:31:09
396|17023|6383|2040|9|199.00|1791.00|2008-08-02 01:05:40
397|47936|1584|1845|1|179.00|179.00|2008-01-19 05:52:22
399|20832|6848|2066|22|79.00|1738.00|2008-08-28 04:20:46
400|43277|8033|1936|16|37.00|592.00|2008-04-20 11:15:22
401|45071|1099|1965|12|249.00|2988.00|2008-05-19 10:23:30
402|17144|7163|1898|28|65.00|1820.00|2008-03-13 07:40:10
403|16154|555|2047|4|130.00|520.00|2008-08-09 11:21:17
404|38104|1335|1912|30|161.00|4830.00|2008-03-27 06:24:08
405|41902|7006|2017|5|216.00|1080.00|2008-07-10 10:43:07
406|21601|6707|1924|26|149.00|3874.00|2008-04-08 02:09:13
407|25039|8713|2107|16|211.00|3376.00|2008-10-08 09:12:14
408|12504|1984|1872|22|235.00|5170.00|2008-02-15 02:49:49
409|12225|3655|1952|14|84.00|1176.00|2008-05-06 08:28:00
410|43231|3781|1854|1|180.00|180.00|2008-01-28 10:02:05
411|2398|3463|1851|16|151.00|2416.00|2008-01-25 06:22:39
412|24150|1702|2049|3|232.00|696.00|2008-08-11 06:33:52
414|39336|8613|2108|9|227.00|2043.00|2008-10-09 01:40:32
415|9037|5141|1969|3|46.00|138.00|2008-05-23 10:00:44
416|11028|4965|1912|16|91.00|1456.00|2008-03-27 07:28:19
417|42432|1144|1895|2|49.00|98.00|2008-03-10 08:45:23
418|38202|5946|1915|4|222.00|888.00|2008-03-30 05:50:06
419|44341|2560|2107|16|159.00|2544.00|2008-10-08 02:16:59
420|3050|6804|1865|3|22.00|66.00|2008-02-08 01:48:02
421|6579|564|1993|18|243.00|4374.00|2008-06-16 01:31:37
423|2128|8299|2027|26|33.00|858.00|2008-07-20 05:28:26
424|10584|8519|2048|30|61.00|1830.00|2008-08-10 07:55:34
425|15188|7215|1891|14|172.00|2408.00|2008-03-06 02:23:13
426|24612|3418|1888|30|52.00|1560.00|2008-03-03 11:05:04
427|14426|2808|1934|8|211.00|1688.00|2008-04-18 02:55:02
429|28518|7512|1943|10|201.00|2010.00|2008-04-27 08:55:15
430|46248|5678|1878|3|219.00|657.00|2008-02-21 03:33:14
431|13808|8429|1842|1|179.00|179.00|2008-01-16 01:10:43
432|44808|4|2055|4|106.00|424.00|2008-08-17 05:55:40
433|15453|6496|1916|14|49.00|686.00|2008-03-31 08:02:13
434|30365|1176|2048|3|106.00|318.00|2008-08-10 05:55:32
435|4198|4997|1920|18|22.00|396.00|2008-04-04 04:58:06
436|31960|7919|2036|22|22.00|484.00|2008-07-29 01:33:50
437|15394|333|1887|7|116.00|812.00|2008-03-02 12:47:41
438|38984|6343|1972|6|225.00|1350.00|2008-05-26 12:42:00
439|24900|6766|2054|14|152.00|2128.00|2008-08-16 10:33:49
